PS,GeneID,gamete
8,dis_TRINITY_DN1108_c0_g1,1.3015113268489766
1,dis_TRINITY_DN11083_c0_g1,2.9535944863561765
1,dis_TRINITY_DN110960_c0_g1,-1.847374381667601
1,dis_TRINITY_DN111_c0_g1,5.345737641075749
8,dis_TRINITY_DN11100_c0_g1,2.265423892431098
8,dis_TRINITY_DN11104_c0_g4,5.030837220000805
7,dis_TRINITY_DN11112_c0_g1,5.778875779758445
7,dis_TRINITY_DN11116_c0_g1,1.1378843015965585
7,dis_TRINITY_DN11135_c0_g1,-1.2251391498714437
1,dis_TRINITY_DN11138_c0_g2,0.58782986545003
8,dis_TRINITY_DN11138_c0_g3,1.2907864386607508
8,dis_TRINITY_DN11138_c0_g5,2.9804343808564195
6,dis_TRINITY_DN1114_c0_g2,-1.3188282915438365
8,dis_TRINITY_DN11152_c0_g1,2.984432087554378
1,dis_TRINITY_DN11162_c0_g1,0.9748576971041554
8,dis_TRINITY_DN11168_c0_g1,4.190541480210063
8,dis_TRINITY_DN11169_c0_g1,2.8597329336131656
2,dis_TRINITY_DN1117_c0_g1,6.198596107706482
8,dis_TRINITY_DN1117_c0_g2,5.040636882418556
8,dis_TRINITY_DN11178_c0_g1,1.0939013900830918
8,dis_TRINITY_DN11181_c0_g1,5.102752194077463
8,dis_TRINITY_DN11185_c0_g1,1.884280385449208
1,dis_TRINITY_DN11191_c0_g1,8.218116356660525
8,dis_TRINITY_DN11191_c0_g3,5.653996671779837
8,dis_TRINITY_DN11193_c2_g3,4.408428134183155
1,dis_TRINITY_DN11201_c0_g1,2.6757800205914544
8,dis_TRINITY_DN11209_c0_g2,5.310121896318177
8,dis_TRINITY_DN1121_c0_g2,5.225480733737786
8,dis_TRINITY_DN11212_c0_g2,5.741952674284908
1,dis_TRINITY_DN1122_c0_g4,3.6958787722602846
8,dis_TRINITY_DN11220_c0_g1,2.387698086010836
1,dis_TRINITY_DN11221_c0_g1,4.049879305559965
7,dis_TRINITY_DN11224_c0_g1,2.4625588489055
2,dis_TRINITY_DN1123_c0_g1,2.0338063336726346
8,dis_TRINITY_DN11235_c0_g1,4.311962994935719
8,dis_TRINITY_DN11237_c0_g1,5.499520914886549
8,dis_TRINITY_DN11238_c0_g5,3.028879809505023
8,dis_TRINITY_DN1125_c0_g1,3.134487403754263
8,dis_TRINITY_DN11250_c0_g1,7.355389183052655
8,dis_TRINITY_DN1126_c0_g1,4.822478338746846
8,dis_TRINITY_DN11260_c0_g1,-0.0794639716025024
